"yyyy","mm","day","HH_UTC","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir"
2021,8,12,9,0,1.84,0.0067,-999,0.673561,-2.14936,0.440732345080322,0.106343,195.555
2021,8,12,9,30,1.84,0.0067,-999,0.828089,-5.24717,0.521532357577169,0.149551,220.472
2021,8,12,10,0,1.84,0.0067,-999,1.62067,-6.09178,0.719489402284704,0.151388,240.459
2021,8,12,10,30,1.84,0.0067,-999,1.41274,-7.81547,0.962944962082465,0.190422,225.38
2021,8,12,11,0,1.84,0.0067,-999,1.80854,-4.90383,1.23628475684205,0.17579,216.368
2021,8,12,11,30,1.84,0.0067,-999,1.95702,-9.62999,1.43924285650477,0.231708,222.351
2021,8,12,12,0,1.84,0.0067,-999,2.08175,-12.1919,1.39245107633985,0.252238,224.901
2021,8,12,12,30,1.84,0.0067,-999,2.19374,-5.07891,0.88417362548314,0.188739,258.873
2021,8,12,13,0,1.84,0.0067,-999,2.58487,-10.3621,1.05294824184287,0.246463,244.442
2021,8,12,13,30,1.84,0.0067,-999,1.6365,-0.76791,1.26994488069365,0.10468,243.291
2021,8,12,14,0,1.84,0.0067,-999,1.82731,-8.35282,1.22906875316233,0.239605,245.845
2021,8,12,14,30,1.84,0.0067,-999,1.69191,-6.86644,0.910575642107782,0.183468,259.605
2021,8,12,15,0,1.84,0.0067,-999,2.25562,-14.3596,0.818478466424133,0.242259,239.005
2021,8,12,15,30,1.84,0.0067,-999,1.82767,-8.50849,1.27428803651294,0.198286,247.758
2021,8,12,16,0,1.84,0.0067,-999,2.17855,-10.1768,0.651386214161767,0.196298,277.687
2021,8,12,16,30,1.84,0.0067,-999,1.99521,-7.73368,0.852306282975786,0.180958,279.855
2021,8,12,17,0,1.84,0.0067,-999,1.67991,-3.72465,0.872761135706672,0.140649,287.376
2021,8,12,17,30,1.84,0.0067,-999,1.68207,-8.59413,0.676575199072505,0.16999,286.605
2021,8,12,18,0,1.84,0.0067,-999,1.48893,-8.03395,0.54668546715639,0.145119,271.546
2021,8,12,18,30,1.84,0.0067,-999,1.31897,-8.91663,0.428568547609364,0.142722,286.229
2021,8,12,19,0,1.84,0.0067,-999,1.53523,-9.52021,0.445139304038635,0.14593,271.941
